name,region,address_full,lat,lon,contentid,landscape_keywords,travel_style_keywords
천국사(김제),전주시,전북특별자치도,35.7241116288,127.0435567586,1600898,산,문화·역사;힐링·여유
청룡사(김제),전주시,전북특별자치도,35.7192569999,127.0652882849,482151,산,문화·역사;힐링·여유
학천서원,전주시,전북특별자치도,35.7340783145,127.1102644557,1957300,산,문화·역사;힐링·여유
한국도로공사 전주수목원,전주시,전북특별자치도,35.8711228582,127.0537992436,127045,숲,힐링·여유;체험형;야외활동
화산서원비,전주시,전북특별자치도,35.8166803887,127.1308438055,1595105,,문화·역사
황강서원,전주시,전북특별자치도,35.8292368258,127.1038125497,1595042,,문화·역사
강암서예관,전주시,전북특별자치도 전주시 완산구 전주천동로 74,,,130090,,문화·역사;체험형
교동 미술관,전주시,전북특별자치도 전주시 완산구 경기전길 89 (풍남동3가),,,3056560,,문화·역사;체험형
국립무형유산원,전주시,전북특별자치도 전주시 완산구 서학로 95 (동서학동),,,3352874,,문화·역사;체험형
국립전주박물관,전주시,전북특별자치도 전주시 완산구 쑥고개로 249,,,129786,,문화·역사;체험형
농업과학관,전주시,전북특별자치도 전주시 덕진구 농생명로 300 (중동),,,130712,,체험형;문화·역사
다가 여행자 도서관,전주시,전북특별자치도 전주시 완산구 전라감영2길 28 (다가동1가),,,3066196,,체험형;문화·역사
동문헌책도서관,전주시,전북특별자치도 전주시 완산구 동문길 51 (풍남동1가),,,3114427,,체험형
동학혁명기념관,전주시,전북특별자치도 전주시 완산구 은행로 34,,,1594231,,문화·역사;체험형
루이엘모자박물관,전주시,전북특별자치도 전주시 완산구 전동성당길 8,,,1587301,,문화·역사;체험형
목우헌,전주시,전북특별자치도 전주시 완산구 기린대로 88,,,1586889,,문화·역사
미술관 솔,전주시,전북특별자치도 전주시 완산구 팔달로 212-6,,,129937,,문화·역사;체험형
서학동사진미술관,전주시,전북특별자치도 전주시 완산구 서학로 16-17,,,2606585,,문화·역사;체험형
서학예술마을도서관,전주시,전북특별자치도 전주시 완산구 서학로 12-1 (서서학동),,,3019383,,체험형
아중호수도서관,전주시,전북특별자치도 전주시 덕진구 아중호수길 131 (우아동1가),,,3526568,강·호수,체험형;힐링·여유
어진박물관,전주시,전북특별자치도 전주시 완산구 태조로 44,,,1587143,,문화·역사;체험형
연화정 도서관,전주시,전북특별자치도 전주시 덕진구 권삼득로 390-1 (덕진동1가),,,3056503,,체험형
완판본문화관,전주시,전북특별자치도 전주시 완산구 전주천동로 24 (교동),,,3067827,,문화·역사;체험형
우진 문화 공간,전주시,전북특별자치도 전주시 덕진구 전주천동로 376 (진북동),,,3066245,,문화·역사;체험형
전북대학교 박물관,전주시,전북특별자치도 전주시 덕진구 백제대로 567,,,1625244,,문화·역사;체험형
전북도청도서관,전주시,전북특별자치도 전주시 완산구 효자로 225,,,2445701,,체험형
전북예술회관,전주시,전북특별자치도 전주시 완산구 팔달로 161,,,1626011,,문화·역사;체험형
전북특별자치도립국악원,전주시,전북특별자치도 전주시 덕진구 권삼득로 400,,,130055,,문화·역사;체험형
전주 덕진예술회관,전주시,전북특별자치도 전주시 덕진구 권삼득로 407,,,130054,,문화·역사;체험형
전주 연화정 도서관,전주시,전북특별자치도 전주시 덕진구 권삼득로 390-1 (덕진동1가),,,3350911,,체험형
전주 전통술박물관,전주시,전북특별자치도 전주시 완산구 한지길 74,,,130444,,체험형;문화·역사;먹거리 탐방
전주 창작극회 창작소극장,전주시,전북특별자치도 전주시 완산구 동문길 100,,,1594841,,문화·역사;체험형
전주 한옥 마을 역사관,전주시,전북특별자치도 전주시 완산구 최명희길 17-10 (풍남동3가),,,3056595,,문화·역사;체험형
전주공예품전시관,전주시,전북특별자치도 전주시 완산구 태조로 15,,,130357,,문화·역사;체험형
전주난장,전주시,전북특별자치도 전주시 완산구 동문길 33-20 (풍남동2가),,,2778059,,체험형;문화·역사
전주대학교 박물관,전주시,전북특별자치도 전주시 완산구 천잠로 303,,,1626103,,문화·역사;체험형
전주디지털독립영화관,전주시,전북특별자치도 전주시 완산구 전주객사3길 22 (고사동),,,2945608,,문화·역사;체험형
전주문화원,전주시,전북특별자치도 전주시 덕진구 팔달로 340-30 (진북동),,,129974,,문화·역사;체험형
전주부채문화관,전주시,전북특별자치도 전주시 완산구 경기전길 93 (풍남동3가),,,2606578,,문화·역사;체험형
전주역사박물관,전주시,전북특별자치도 전주시 완산구 쑥고개로 259,,,130445,,문화·역사;체험형
전주완산도서관,전주시,전북특별자치도 전주시 완산구 곤지산4길 12,,,1626068,산,체험형
전주자연생태관,전주시,전북특별자치도 전주시 완산구 바람쐬는길 21,,,1586964,산,체험형;야외활동
전주한벽문화관,전주시,전북특별자치도 전주시 완산구 전주천동로 20 (교동),,,3065579,,문화·역사;체험형
전주한옥마을 도서관,전주시,전북특별자치도 전주시 완산구 한지길 68-3 (풍남동3가),,,3358892,,체험형;문화·역사
전주한지박물관,전주시,전북특별자치도 전주시 덕진구 팔복로 59,,,268161,,문화·역사;체험형
첫마중길 여행자도서관,전주시,전북특별자치도 전주시 덕진구 백제대로 823 (우아동3가),,,2721611,,체험형
팔복예술공장,전주시,전북특별자치도 전주시 덕진구 구렛들1길 46,,,2605804,,문화·역사;체험형
학산숲속시집도서관,전주시,전북특별자치도 전주시 완산구 평화5길 36-58 (평화동2가),,,2721624,숲,힐링·여유;체험형
한국소리문화의전당,전주시,전북특별자치도 전주시 덕진구 소리로 31,,,130435,,문화·역사;체험형
한해랑 아트홀,전주시,전북특별자치도 전주시 완산구 홍산중앙로 13 (효자동2가),,,3065619,,문화·역사;체험형
낭만 아일랜드, 음악과 흐르다,전주시,전북특별자치도 전주시 완산구 서학로 95 (동서학동),,,3376562,,문화·역사;체험형
독립출판 북페어 전주책쾌,전주시,전북특별자치도 전주시 완산구 전주천동로 118 (전동),,,3495394,,체험형;문화·역사
무형유산원 나들이,전주시,전북특별자치도 전주시 완산구 서학로 95 국립무형유산원,,,2838316,,체험형;문화·역사
무형유산이음축제,전주시,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,,2856656,,축제·이벤트;문화·역사
무형유산축전,전주시,전북특별자치도 전주시 완산구 서학로 95 (동서학동),,,3380195,,축제·이벤트;문화·역사
설맞이 작은문화축전,전주시,전북특별자치도 전주시 완산구 쑥고개로 249,,,2476859,,축제·이벤트;문화·역사
전라관찰사의 탄생,전주시,전북특별자치도 전주시 완산구 전라감영로 55 (중앙동4가),,,3468240,,문화·역사;체험형
전북특별자치도 청년축제,전주시,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,,2618976,,축제·이벤트;체험형
전주 가맥축제,전주시,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,,2557842,,축제·이벤트;먹거리 탐방
전주 세계 평화 춤 페스티벌,전주시,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,,3333801,,축제·이벤트;문화·역사
전주 이팝나무 축제,전주시,전북특별자치도 전주시 덕진구 구렛들1길 46 (팔복동1가),,,3487695,,축제·이벤트;힐링·여유;사진 스팟
전주국가유산야행,전주시,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,,2393544,,축제·이벤트;문화·역사;야외활동
전주국제그림책도서전,전주시,전북특별자치도 전주시 덕진구 구렛들1길 46 (팔복동1가),,,2969832,,체험형;문화·역사
전주국제한지산업대전,전주시,전북특별자치도 전주시 완산구 현무1길 20 (경원동3가),,,506838,,체험형;문화·역사
전주독서대전,전주시,전북특별자치도 전주시 완산구 전주천동로 20 (교동),,,1945450,,체험형;문화·역사
전주마당놀이 - 여의주,전주시,전북특별자치도 전주시 완산구 세내로 39 (삼천동2가),,,3359928,,체험형;문화·역사;축제·이벤트
전주막걸리축제,전주시,전북특별자치도 전주시 덕진구 기린대로 541 (덕진동2가),,,3381612,,축제·이벤트;먹거리 탐방
전주부성길 보물찾기 대탐험,전주시,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,,3500480,,체험형;문화·역사
전주비빔밥축제,전주시,전북특별자치도 전주시 덕진구 기린대로 451 (덕진동1가),,,631257,,축제·이벤트;먹거리 탐방
전주세계소리축제,전주시,전북특별자치도 전주시 덕진구 소리로 31 소리문화전당,,,574969,,축제·이벤트;문화·역사
전주예술난장,전주시,전북특별자치도 전주시 덕진구 구렛들3길 36 (팔복동1가),,,3011967,,체험형;문화·역사
덕진수영장,전주시,전북특별자치도 전주시 덕진구 들사평로 50 (덕진동1가),,,3066619,,레저·액티비티;체험형
도란도란,전주시,전북특별자치도 전주시 완산구 간납로 13,,,2733014,,체험형;문화·역사
러쉬 실내 카트장,전주시,전북특별자치도 전주시 완산구 전주객사3길 72 (고사동),,,3056500,,레저·액티비티
아름다운 순례길,전주시,전북특별자치도 전주시 완산구,,,1012835,산,체험형;힐링·여유
전주빙상경기장,전주시,전북특별자치도 전주시 완산구 백제대로 310 (중화산동2가),,,3066521,,레저·액티비티;체험형
name,region,address_full,lat,lon,contentid,landscape_keywords,travel_style_keywords
전주승마장,전주시,전북특별자치도 전주시 덕진구 호성로 19,,,131254,,레저·액티비티;체험형
전주월드컵경기장,전주시,전북특별자치도 전주시 덕진구 기린대로 1055,,,131722,,레저·액티비티;체험형
전주학생교육문화관,전주시,전북특별자치도 전주시 덕진구 안덕원로 71,,,131192,,문화·역사;체험형
전주한옥레일바이크,전주시,전북특별자치도 전주시 덕진구 동부대로 420,,,2426995,,레저·액티비티;체험형
공작부인이공작한공작,전주시,전북특별자치도 전주시 완산구 현무1길 20 (경원동3가),,,2930552,,체험형;문화·역사
금홍공예,전주시,전북특별자치도 전주시 완산구 현무1길 20 (경원동3가),,,2930544,,체험형;문화·역사
꼴_전주점,전주시,전북특별자치도 전주시 완산구 은행로 21,,,2930540,,체험형
남부시장 청년몰,전주시,전북특별자치도 전주시 완산구 풍남문2길 53,,,2774073,,먹거리 탐방;체험형
롯데백화점 전주점,전주시,전북특별자치도 전주시 완산구 온고을로 2,,,2908845,,체험형;
송송공작소_전주점,전주시,전북특별자치도 전주시 완산구 은행로 21,,,2930543,,체험형
온고을공예방,전주시,전북특별자치도 전주시 완산구 향교길 51-9,,,1595026,,체험형;문화·역사
전북특별자치도 관광기념품 100선 판매관,전주시,전북특별자치도 전주시 완산구 은행로 96-1 (교동),,,3066402,,체험형
전주 남부시장,전주시,전북특별자치도 전주시 완산구 풍남문1길 19-3,,,132326,,먹거리 탐방;체험형
전주 도깨비 시장,전주시,전북특별자치도 전주시 완산구 전주천서로 141 (동완산동),,,3065483,,먹거리 탐방;체험형
전주 모래내시장,전주시,전북특별자치도 전주시 덕진구 모래내4길 8-8 (인후동2가),,,1187336,,먹거리 탐방;체험형
전주 서부시장,전주시,전북특별자치도 전주시 완산구 효동2길 18,,,522069,,먹거리 탐방;체험형
전주 신중앙시장,전주시,전북특별자치도 전주시 완산구 태평3길 70,,,1003205,,먹거리 탐방;체험형
전주 한옥 마을 문화장터,전주시,전북특별자치도 전주시 완산구 태조로 51 (전동),,,3056593,,체험형;먹거리 탐방
전주공예품전시관 전주한옥마을,전주시,전북특별자치도 전주시 완산구 태조로 15,,,2930458,,문화·역사;체험형
전주시 농수산물도매시장,전주시,전북특별자치도 전주시 덕진구 동부대로 1185,,,2750890,,체험형;먹거리 탐방
한섬 전주아울렛,전주시,전북특별자치도 전주시 완산구 서원로 141,,,2924152,,체험형
